Closest_match,Score,Expected,Template_length,Template_Identity,Template_Coverage,Query_Identity,Query_Coverage,Depth,q_value,p_value,LCA_TaxId,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,Species
"77133|KF337025.1 Uncultured bacterium clone G250WV301BMUET 16S ribosomal RNA gene, partial sequenceKF338416.1 Uncultured bacterium clone G250WV301BAWRY 16S ribosomal RNA gene, partial sequence",384,21,473,78.65,83.93,93.7,119.14,397.32,324.0,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF337875.1 Uncultured bacterium clone G250WV301BBR21 16S ribosomal RNA gene, partial sequenceKF338042.1 Uncultured bacterium clone G250WV301AWOXG 16S ribosomal RNA gene, partial sequence",320,21,473,73.57,80.55,91.34,124.15,383.13000000000005,260.86,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF339563.1 Uncultured bacterium clone G250WV301BWEJ9 16S ribosomal RNA gene, partial sequence",400,19,433,80.14,85.22,94.04,117.34,368.05,344.59,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF341662.1 Uncultured bacterium clone G7DUZBG01AUKFF 16S ribosomal RNA gene, partial sequence",238,20,442,81.22,86.43,93.98,115.71,380.12,183.93,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF343478.1 Uncultured bacterium clone G7DUZBG01AS37H 16S ribosomal RNA gene, partial sequence",242,21,474,63.71,67.72,94.08,147.66,322.32000000000005,184.36,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF343631.1 Uncultured bacterium clone G7DUZBG01BFK2F 16S ribosomal RNA gene, partial sequence",242,20,442,92.08,100.68,91.46,99.33,680.6800000000001,187.84,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"77133|KF343670.1 Uncultured bacterium clone G7DUZBG01ABCKB 16S ribosomal RNA gene, partial sequence",358,20,458,68.34,74.24,92.06,134.71,338.92,300.06,1e-26,2,Bacteria,unk_k,unk_p,unk_c,unk_o,unk_f,,
"1408253|HG530657.1 Escherichia coli H89 plasmid pECOH89, complete sequence",216058,5084,111741,26.09,27.46,95.02,364.2,293878.83,201272.44,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1613|JN188383.1 Lactobacillus fermentum strain HM2 16S ribosomal RNA gene, partial sequence",1992,69,1538,66.32,74.51,89.01,134.21,2983.72,1791.55,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"1483718|KJ175072.1 Lactobacillus sp. VK 16S ribosomal RNA gene, partial sequence",726,64,1409,39.46,43.29,91.15,230.98,1056.75,554.47,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
1457392|CP007224.1 Pseudomonas aeruginosa PA96 genome,12891178,292739,6444091,44.87,47.42,94.62,210.86,20105563.92,12038959.15,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1458852|KJ094022.1 Listeria phage LP-030-3, complete genome",61554,1872,41156,28.14,30.42,92.53,328.77,98774.4,56157.08,1e-26,10699,Viruses,unk_k,Uroviricota,Caudoviricetes,Caudovirales,Siphoviridae,,
"unk_taxid|1VW7_A Chain A, S. Cerevisiae 80s Ribosome Bound With Taura Syndrome Virus (tsv) Ires, 5 Degree Rotation (class Ii). This Entry Contains The Large Subunit Ribosomal Rna.1VWS_A Chain A, S. Cerevisiae 80s Ribosome Bound With Taura Syndrome Virus (tsv) Ires, 2 Degree Rotation (class I). This Entry Contains The Large Subunit Ribosomal Rna.",14574,154,3395,95.35,97.7,97.59,102.35,24953.25,14117.04,1e-26,,,,,,,,,
1147787|CP008749.1 Pseudomonas aeruginosa PAO1H2O genome,9490232,284703,6264404,28.24,29.99,94.17,333.45,14658705.36,8669289.86,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"227866|KJ709345.1 Bacillus tequilensis strain HTTA-X0822 16S ribosomal RNA gene, partial sequence",1094,64,1412,89.02,99.86,89.15,100.14,2301.56,915.51,1e-26,186817,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
"447265|KF810102.1 Uncultured yeast isolate ZB05224109 clone S-97 26S ribosomal RNA gene, partial sequence",368,27,615,73.33,77.24,94.95,129.47,473.55,291.96,1e-26,4751,Eukaryota,Fungi,unk_p,unk_c,unk_o,unk_f,,
"119912|CP007639.1 Salmonella enterica subsp. enterica serovar Choleraesuis strain C500, complete genome",692031204,196608,4751585,99.75,99.98,99.77,100.02,980679628.15,691441602.1,1e-26,28901,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Salmonella,Salmonella enterica
"1201292|CP008816.1 Enterococcus faecalis ATCC 29212, complete genome",62356224,132686,2939973,35.36,36.86,95.93,271.29,76439298.0,61959292.89,1e-26,81852,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Enterococcaceae,,
"562|LM997358.1 Escherichia coli genome assembly FHI98, scaffold scaffold-21_contig-10.0_1_176740_[organism:Escherichia",2115762,8039,176740,27.16,28.18,96.41,354.91,2504405.8,2091763.94,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM997361.1 Escherichia coli genome assembly FHI98, scaffold scaffold-24_contig-6.0_1_313393_[organism:Escherichia",6984894,14247,313393,26.56,27.74,95.75,360.44,8737396.84,6942268.36,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995501.1 Escherichia coli genome assembly FHI102, scaffold scaffold-20_contig-10.0_1_140000_[organism:Escherichia",2160442,6368,140000,47.99,49.05,97.84,203.86,2732800.0,2141411.12,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM995585.1 Escherichia coli genome assembly FHI15, scaffold scaffold-23_contig-18.0_1_43770_[organism:Escherichia",42188,1991,43770,29.96,31.1,96.32,321.51,48147.00000000001,36572.2,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM995846.1 Escherichia coli genome assembly FHI29, scaffold scaffold-8_contig-13.0_1_55108_[organism:Escherichia",3026174,2506,55108,98.28,98.68,99.59,101.33,3909912.6,3018662.58,1e-26,562,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
"562|LM995851.1 Escherichia coli genome assembly FHI29, scaffold scaffold-12_contig-9.0_1_125821_[organism:Escherichia",628306,5724,125821,66.5,69.38,95.85,144.14,768766.31,611338.56,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995854.1 Escherichia coli genome assembly FHI29, scaffold scaffold-14_contig-8.0_1_130059_[organism:Escherichia",221338,5917,130059,52.75,54.59,96.63,183.19,280927.44,204200.8,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM995856.1 Escherichia coli genome assembly FHI29, scaffold scaffold-16_contig-6.0_1_214224_[organism:Escherichia",121594,9747,214224,20.44,21.15,96.66,472.82,143530.08000000002,95244.81,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM995857.1 Escherichia coli genome assembly FHI29, scaffold scaffold-17_contig-5.0_1_300906_[organism:Escherichia",1531892,13689,300906,52.84,55.62,95.01,179.79,1880662.5,1491309.02,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995858.1 Escherichia coli genome assembly FHI29, scaffold scaffold-18_contig-4.0_1_342480_[organism:Escherichia",1653350,15580,342480,45.22,47.12,95.97,212.24,1989808.7999999998,1607190.5,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995859.1 Escherichia coli genome assembly FHI29, scaffold scaffold-19_contig-3.0_1_383503_[organism:Escherichia",3109330,17443,383503,48.57,50.81,95.59,196.8,3463032.09,3057389.14,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995861.1 Escherichia coli genome assembly FHI29, scaffold scaffold-20_contig-2.1_279513_398668_[organism:Escherichia",207440,5421,119156,34.78,35.92,96.85,278.43,256185.4,191727.05,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM995864.1 Escherichia coli genome assembly FHI29, scaffold scaffold-21_contig-1.2_262562_484434_[organism:Escherichia",437040,10095,221873,47.91,50.27,95.31,198.93,510307.89999999997,407665.91,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995865.1 Escherichia coli genome assembly FHI29, scaffold scaffold-22_contig-0.0_1_876679_[organism:Escherichia",682432,39887,876679,24.3,25.66,94.69,389.65,736410.36,571578.94,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995867.1 Escherichia coli genome assembly FHI29, scaffold scaffold-22_contig-0.2_960187_1697133_[organism:Escherichia",461986,33531,736947,27.11,28.95,93.63,345.4,537971.3099999999,370468.43,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995868.1 Escherichia coli genome assembly FHI29, scaffold scaffold-22_contig-0.3_1697975_2180732_[organism:Escherichia",1856712,21961,482758,60.7,63.59,95.45,157.25,2254479.86,1791854.32,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995888.1 Escherichia coli genome assembly FHI30, scaffold scaffold-18_contig-9.0_1_190880_[organism:Escherichia",904822,8684,190880,46.47,48.43,95.95,206.47,1151006.4000000001,879098.62,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995889.1 Escherichia coli genome assembly FHI30, scaffold scaffold-19_contig-8.0_1_222942_[organism:Escherichia",2514008,10141,222942,83.24,85.92,96.88,116.39,3005258.16,2483747.54,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM995891.1 Escherichia coli genome assembly FHI30, scaffold scaffold-21_contig-6.0_1_322842_[organism:Escherichia",674564,14688,322842,58.32,62.01,94.06,161.27,690881.88,631749.39,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995896.1 Escherichia coli genome assembly FHI30, scaffold scaffold-23_contig-4.2_25457_476256_[organism:Escherichia",1578484,20508,450800,49.04,51.49,95.24,194.21,1920408.0,1518010.81,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995900.1 Escherichia coli genome assembly FHI30, scaffold scaffold-25_contig-2.1_344555_537567_[organism:Escherichia",101994,8782,193013,25.26,26.73,94.5,374.14,146689.88,78431.62,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995901.1 Escherichia coli genome assembly FHI30, scaffold scaffold-26_contig-1.0_1_716136_[organism:Escherichia",978562,32582,716136,23.55,24.71,95.27,404.62,1210269.8399999999,885015.24,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM995905.1 Escherichia coli genome assembly FHI30, scaffold scaffold-27_contig-0.0_1_1238179_[organism:Escherichia",2259688,56324,1238179,45.25,47.72,94.81,209.54,2823048.1199999996,2096194.29,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM996158.1 Escherichia coli genome assembly FHI40, scaffold scaffold-13_contig-21.2_7571_42939_[organism:Escherichia",1111306,1609,35369,60.12,63.07,95.32,158.56,980782.37,1106487.85,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM996262.1 Escherichia coli genome assembly FHI40, scaffold scaffold-26_contig-56.17_574222_603014_[organism:Escherichia",17442,1310,28793,29.34,31.33,93.64,319.18,24761.98,13877.67,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM997280.1 Escherichia coli genome assembly FHI99, scaffold scaffold-32_contig-0.0_1_275481_[organism:Escherichia",256246,12534,275481,34.59,36.85,93.86,271.35,236913.66,220980.04,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM997250.1 Escherichia coli genome assembly FHI99, scaffold scaffold-11_contig-21.0_1_36450_[organism:Escherichia",60402,1658,36450,55.45,56.87,97.5,175.83,73264.49999999999,55603.61,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"562|LM997252.1 Escherichia coli genome assembly FHI99, scaffold scaffold-13_contig-19.0_1_58672_[organism:Escherichia",56390,2669,58672,35.84,39.83,89.97,251.05,75686.88,48863.57,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM997261.1 Escherichia coli genome assembly FHI99, scaffold scaffold-20_contig-12.0_1_139909_[organism:Escherichia",106318,6366,139909,34.43,35.95,95.78,278.19,128716.28,88658.16,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM997264.1 Escherichia coli genome assembly FHI99, scaffold scaffold-22_contig-10.0_1_191562_[organism:Escherichia",222064,8716,191562,43.0,45.57,94.35,219.42,262439.94,197231.77,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM997266.1 Escherichia coli genome assembly FHI99, scaffold scaffold-24_contig-8.0_1_266005_[organism:Escherichia",147990,12103,266005,23.75,25.3,93.87,395.28,199503.75,115339.14,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM997267.1 Escherichia coli genome assembly FHI99, scaffold scaffold-25_contig-7.0_1_270917_[organism:Escherichia",238102,12327,270917,38.99,41.39,94.19,241.59,273626.17,203547.85,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"562|LM997277.1 Escherichia coli genome assembly FHI99, scaffold scaffold-30_contig-2.2_11181_538695_[organism:Escherichia",1534182,23998,527515,51.99,54.44,95.49,183.69,1809376.4500000002,1463664.59,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1280|KJ866414.1 Staphylococcus aureus strain 1128105 plasmid p1128105, partial sequence",186122,319,7020,58.55,60.19,97.28,166.15,244506.59999999998,185165.92,1e-26,1279,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Staphylococcaceae,Staphylococcus,
"1613|KM207830.1 Lactobacillus fermentum strain FT41 16S ribosomal RNA gene, partial sequence",1176,65,1445,78.34,85.05,92.11,117.58,2095.25,992.67,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"227866|KM374724.1 Bacillus tequilensis strain 3S2 16S ribosomal RNA gene, partial sequence",798,57,1274,59.97,63.27,94.79,158.06,802.62,639.79,1e-26,186817,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
"511145|CP009685.1 Escherichia coli str. K-12 substr. MG1655, complete genome",238193812,204408,4636831,84.95,85.97,98.81,116.32,297128130.48,237581287.76,1e-26,562,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
"562|AB811611.1 Escherichia coli DNA, O-antigen biosynthetic locus, strain: E40",2051706,741,16305,99.84,100.0,99.84,100.0,2877506.4,2049481.9,1e-26,562,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,Escherichia coli
4932|CP009944.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 1 sequence,312464,9239,203055,62.08,65.71,94.48,152.19,391896.14999999997,285807.81,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009945.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 4 sequence,2937022,69061,1518305,63.35,66.87,94.74,149.54,3628748.95,2736185.14,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009946.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 15 sequence,2372520,48826,1073375,72.14,75.55,95.49,132.37,3069852.5,2229978.47,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009947.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 3 sequence,290110,12940,284396,31.94,33.48,95.38,298.67,364026.88,253499.24,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009948.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 7 sequence,1163902,49269,1082950,48.78,51.56,94.61,193.95,1429494.0,1024095.92,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009949.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 8 sequence,365524,25226,554425,41.58,44.53,93.38,224.59,443540.0,296358.32,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009950.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 12 sequence,3140968,47793,1050770,58.98,62.04,95.07,161.19,3761756.6,3000452.73,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009951.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 6 sequence,158664,11280,247910,44.92,47.97,93.65,208.48,205765.3,127817.92,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009952.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 5 sequence,1584934,25988,571250,82.03,85.59,95.84,116.84,2039362.5,1508646.61,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009953.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 13 sequence,1270026,41690,916373,52.14,54.94,94.89,182.0,1576161.56,1150253.97,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009954.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 10 sequence,1675720,33677,740280,68.09,71.47,95.27,139.92,2154214.8000000003,1577341.41,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009955.1 Saccharomyces cerevisiae strain NCIM3107 sequence,2994164,3677,80842,96.16,97.33,98.8,102.74,9052687.16,2983150.77,1e-26,4932,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,Saccharomyces cerevisiae
4932|CP009956.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 11 sequence,2202952,29347,645146,81.1,84.14,96.38,118.85,2851545.32,2116452.65,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
4932|CP009957.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 16 sequence,1726578,42708,938808,57.19,60.08,95.19,166.44,2178034.56,1602575.07,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009958.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 9 sequence,858520,19879,436935,61.77,64.86,95.24,154.19,1087968.1500000001,800680.95,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009959.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 14 sequence,986470,34936,767894,57.96,61.23,94.65,163.31,1236309.34,886439.25,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
4932|CP009960.1 Saccharomyces cerevisiae strain NCIM3107 chromosome 2 sequence,1973426,36765,808186,63.37,66.09,95.9,151.32,2367984.98,1865819.63,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"562|CP010371.1 Escherichia coli strain 6409, complete genome",20953392,216050,4761012,68.78,71.4,96.33,140.05,25614244.56,20314060.66,1e-26,561,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,Escherichia,
"96241|CP010434.1 Bacillus subtilis subsp. spizizenii strain NRS 231, complete genome",1424543486,149061,4027672,99.96,100.0,99.96,100.0,1839800292.88,1424096364.46,1e-26,96241,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,Bacillus spizizenii
"287|CP007399.1 Pseudomonas aeruginosa strain F22031, complete genome",9782760,300085,6603099,38.32,40.53,94.54,246.72,15517282.65,8918227.34,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"745156|CP009166.1 Escherichia coli 1303, complete genome",16582528,224701,4948797,48.49,50.8,95.44,196.85,19894163.939999998,15920440.98,1e-26,543,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Enterobacterales,Enterobacteriaceae,,
"1613|KM982785.1 Lactobacillus fermentum strain 4a mucus binding protein (mbp) gene, partial cds",1010,34,769,94.8,104.55,90.67,95.65,1730.25,909.71,1e-26,33958,Bacteria,unk_k,Firmicutes,Bacilli,Lactobacillales,Lactobacillaceae,,
"83428|KM819172.1 Uncultured Bacillus sp. clone 98 16S ribosomal RNA gene, partial sequence",1014,69,1536,55.53,61.07,90.94,163.75,1889.28,822.35,1e-26,186817,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,,
559292|NM_001181546.3 Saccharomyces cerevisiae S288c gag-pol fusion protein partial mRNA,14134,211,4648,90.19,92.3,97.72,108.34,18917.36,13511.98,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
1294380|CP004493.1 Saccharomyces cerevisiae YJM1478 chromosome I genomic sequence,205286,7914,173935,63.43,67.96,93.34,147.15,276556.65,182718.22,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP006287.1 Saccharomyces cerevisiae YJM1307 chromosome III,314606,14104,309986,38.92,41.25,94.37,242.45,390582.36,274712.89,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294309|CP006337.1 Saccharomyces cerevisiae YJM271 chromosome III sequence,160078,13907,305645,26.48,28.07,94.36,356.31,204782.15000000002,122802.47,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294380|CP005179.1 Saccharomyces cerevisiae YJM1478 chromosome X sequence,410636,34840,765724,30.16,31.84,94.74,314.11,528349.5599999999,317013.15,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294304|CP005292.1 Saccharomyces cerevisiae YJM193 chromosome XI sequence,399316,29382,645769,31.08,32.77,94.82,305.11,555361.34,319223.04,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
1294345|CP005440.1 Saccharomyces cerevisiae YJM1307 chromosome XIII sequence,1023974,40728,895202,47.57,50.17,94.81,199.31,1315946.94,908019.44,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294357|CP006534.1 Saccharomyces cerevisiae YJM1385 mitochondrion, complete genome",183072,4194,92176,40.33,43.32,93.11,230.86,795478.8800000001,170865.26,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294360|CP006537.1 Saccharomyces cerevisiae YJM1388 mitochondrion, complete genome",286424,3529,77572,68.41,71.89,95.16,139.09,699699.44,276007.04,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294361|CP006538.1 Saccharomyces cerevisiae YJM1389 mitochondrion, complete genome",129682,3676,80794,65.96,70.92,93.01,141.01,243189.93999999997,119058.51,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1294384|CP006561.1 Saccharomyces cerevisiae YJM1549 mitochondrion, complete genome",683976,3561,78275,87.46,89.95,97.24,111.18,2917309.2500000005,673365.56,1e-26,4930,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,
1294345|CP005144.1 Saccharomyces cerevisiae YJM1307 chromosome X sequence,1050968,33068,726826,53.86,56.7,94.99,176.36,1264677.24,955798.44,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1423|CP011051.1 Bacillus subtilis strain T30, complete genome",40661980,182481,4031727,46.75,48.21,96.98,207.44,50114366.61,40117796.63,1e-26,1386,Bacteria,unk_k,Firmicutes,Bacilli,Bacillales,Bacillaceae,Bacillus,
"287|LN831024.1 Pseudomonas aeruginosa genome assembly NCTC10332, chromosome : 1",9025268,287110,6316979,40.87,43.2,94.61,231.48,14465881.91,8199343.53,1e-26,135621,Bacteria,unk_k,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,,
"1294307|CP004505.1 Saccharomyces cerevisiae YJM248 plasmid 2 micron, complete sequence",28728,281,6178,87.55,96.29,90.92,103.85,28604.14,27895.55,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
"1293430|CP004531.1 Saccharomyces cerevisiae YJM1129 plasmid 2 micron, complete sequenceCP004545.1 Saccharomyces cerevisiae YJM1336 plasmid 2 micron, complete sequenceCP004566.1 Saccharomyces cerevisiae YJM1574 plasmid 2 micron, complete sequence",53192,281,6178,98.04,102.57,95.58,97.49,44543.38,52354.57,1e-26,4893,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,,
